Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
Order5.json,2,"Copy the exact same grid and layout (green separators), in each cell, copy the shape of the yellow dots in the order of the amount of them. e.g. in the original if the amount of dots were 2,3,4,1, you would order them in 1,2,3,4, but keeping the same pattern as the original",1.0,Correct - Intended
Order5.json,3,"take the number of yellow dots and put them in order taking the green as separate boxes, keep the pattern and colours the same.",1.0,Correct - Intended
Order5.json,3,Copy the same size grid and then place the yellow squares in numerical order 1 - 4 from left to right with each matching yellow block in the same position as they were originally,1.0,Correct - Intended
Order6.json,1,"Put the color blocks in order of size starting from the bottom (largest) to top (smallest). Start from the bottom-most line, and maintain same color/block number combinations. ",1.0,Correct - Intended
Order6.json,1,"Keep the grid size the same. Rearrange the objects (grid patterns that have the same color) from smallest on top, to the largest on bottom. The placement starts in the lower left corner and moves up from there.",1.0,Correct - Intended
Order6.json,1,Keep the grid the same size. Sort the objects by size so the smallest is on top and the largest is on the bottom.,1.0,Correct - Intended
Order6.json,1,Sort the shapes so the smallest is at the top and they get larger as you go downwards. Kepp the sizes and colours of the shapes the same as the original.,1.0,Correct - Intended
Order6.json,1,make a 17x10 grid and then put the shapes across in order of size( so the 1 block is first then it was the 2 block then the next largest then the big green),-3.0,Literal
Order6.json,1,"Copy the input grid so that it matches in the output grid. This task sort the different colored objects into size order, from smallest at the top to largest at bottom. Sort the objects in this order, making sure they are the exact same hieght and width as the input",1.0,Correct - Intended
Order6.json,2,,-1.0,Nonresponsive
Order6.json,2,follow the instruction.,-2.0,Unclear
Order6.json,2,THE EXAMPLE OF THE GRID IS VERY USEFUL TO TAKE A DECISION. ,-2.0,Unclear
Order6.json,2,Copy grid. leave same number of blank rows on top. Arrange design from smallest to largest,1.0,Correct - Intended
Order6.json,2,"Copy the same grid size. 
There will be 4 stacked shapes of different colours. 
Keeping the same shape colours and sizes, re-stack the shapes from largest to smallest from the bottom upwards. ",1.0,Correct - Intended
Order6.json,2,"Set grid size to 20 by 14. Place the largest object in the bottom left corner of the grid. Then, put the second largest object on top of the largest object as far to the left on the grid as possible. Then, put the third largest object on top of the second largest object as far to the left on the grid as possible. Finally, take the smallest object and put it on top of the third largest object as far to the left on the grid as possible.",-3.0,Literal
Order6.json,3,,-1.0,Nonresponsive
Order6.json,3,"There will be shapes of different sizes stacked. Keep the grid size the same from the input, but reorganise the shapes so that they are in size order, with the largest on the bottom working upwards to smallest. Keep the colours and dimensions the same. ",1.0,Correct - Intended
Order6.json,3,"Copy the grid size and keep the same colours from the original but re-arrange the patterns in ascending order, starting with the largest at the bottom and smallest at the top. ",1.0,Correct - Intended
Order6.json,3,"i choose the right Height and width, the arranged the blocks accordingly as on the image on the left . i used the EDIT command",-3.0,Literal
Order6.json,3,Reorder the shapes by size. Smallest should be at the top and largest on the bottom,1.0,Correct - Intended
Order6.json,3,Keep grid and colors the same. Take the colored shapes and stack them on top of one another with the largest on the bottom and getting smaller as you go up .,1.0,Correct - Intended
Order6.json,3,"Keeping the grid size the same, Copy the shapes over but sort them in size from largest at the bottom to smallest at the top.",1.0,Correct - Intended
Order7.json,1,flip it up,-2.0,Unclear
Order7.json,1,"Use the same grid size as in the input. There will be one object in the input; in your answer, shift the object one grid square to the right.",-2.0,Unclear
Order7.json,1,"Use the same grid size as the test grid size. Replicate the grey line in the center of the test grid. Remake each side of the test grid with the yellow square patterns but the side with more yellow squares should be on the right side of the grey line, while the side with less squares should be on the left side of the grey line.",1.0,Correct - Intended
Order7.json,1,"Keep the grid size the same and the gray line dividing the grid into two sections. Count the number of yellow squares in each black section of the grid. Arrange it so the section section with the fewest squares is on the left and the most squares is on the right. If it is already arranged like this, just submit an exact copy of the original grid.",1.0,Correct - Intended
Order7.json,1,"Copy the input grid size as well as the colored line of squares down the middle column. then look at each side of that column as a panel. You need to switch them, reproducing the left panel on the right and vice versa. Keep the original orientation of the objects within each side panel.",-3.0,Literal
Order7.json,1,"Resize the grid to the same as the original. Mark the grey central column. If there are more shapes on the right side of the grey column, replicate the original exactly. If there are more shapes on the left side of the grey column, swap the two halves either side of the grey column around, do not mirror. Keep the squares the same colurs as the originals.",1.0,Correct - Intended
Order7.json,1,"Resize your grid to the test input size. Fill the exact center, horizontal line with the same color as the test input. There are patterns of squares on either side of the line. Replicate these patterns, with the same color, in your grid on the opposite side of the line they were originally on.",-3.0,Literal
Order7.json,2,"Use the same grid size and colours.  Count the yellow 'windows'.  The order will depend on the amount of windows and the lowest number of windows go first.  So if the task has 3 windows and 2 windows, the new order will then revert to 2 windows then 3 windows.  ",1.0,Correct - Intended
Order7.json,2,"Replicate the grid size mine was Hight x 6 Width x 21

Place a grey line 1 x cell down the grid in the centre.

now count the coloured squares either side of the grey line

the highest amount one any given side gets replicated on the far right of the grey line

the lesser amount of coloured squares gets replicated to the far left of the grey square.",-3.0,Literal
Order7.json,2,"Copy grid size from input. Shapes are divided into two groups by grey line. The size and color of the shapes do not change. If there are more shapes on the left, swap each side.",1.0,Correct - Intended
Order7.json,2,Use the same size grid as input. Also do the objects in the exact same place as input and the same colour. Do not change anything just copy it,-3.0,Literal
Order7.json,2,"Use the same grid size as in the input. Based on the task demonstrations, there is a pattern that follows: swap grids, don't swap, swap grids. If you continue the pattern, the choice is to not swap the positions of the grids. In your answer, copy the grids as they are shown and make no changes.",-3.0,Literal
Order7.json,3,"Copy the same grid size as the input. If, in the input, there are more yellow squares on the left of the gray line, reverse the image and redraw it so there are more yellow squares on the right (as if the two sides have swapped places). If there are already less yellow squares on the left side of the gray line than on the right in the input image, copy the image as is and do not change it.",1.0,Correct - Intended
Order7.json,3,"First, copy the original grid and all its elements as is. Second, count the number of distinct objects on each side of the divider in the middle. If the number of objects on the left side of the divider is lesser than the amount on the right, then the solution is identical to the original. If the amount on the left is greater than the amount on the right, simply flip the sides so that the lesser objects are on the left. If flipping like this, ensure that every object is in exactly the same place and color as it originally was, just on the other side of the divider.",1.0,Correct - Intended
Order7.json,3,"Same grid size, same colours.  The order of the 2 blocks will depend on the number of yellow 'windows'.  If there is one block with 3 windows and one with 2, the lowest will go first, so 2 windows then 3.",1.0,Correct - Intended
Order7.json,3,"Same grid size with grey column, shapes to the left of grey column go to right hand side and vice versa. Same colours.",-3.0,Literal
Order8.json,1,,-1.0,Nonresponsive
Order8.json,1,The rule is that you are going to take 1 of each color and line them up horizontally. Start by resetting the grid to a height of 1 and width of 5 since there are 5 colors. Select only the first box on the left. Then click the teal color and click the left box again. Now click the second box (next to teal) and choose the orange color. Now click the second box to make it orange. Now click the middle box and choose the green color. Then click the middle box to make it green. Now choose the 4th box. Click the dark blue color at the bottom and click the box again to make it dark blue. Choose the fifth box on the right side and choose the gray color. Click the fifth box and make it gray.,-3.0,Literal
Order8.json,1,First create a grid that is 1 square high.  The width should equal the number of colors.  The first color on the left should be the color that is one the top.  The second color should be the color underneath the top color.  Repeat until the grid is filled color.  The vertical colors top to bottom should match the horizontal colors left to right.,1.0,Correct - Intended
Order8.json,1,Make the grid a square for each color and color fill each block with a color from the grid starting with the top color going down to the bottom color.,1.0,Correct - Intended
Order8.json,1,"the rule for this one was to create a single height line which each tile representing the order of colours present in each vertical tower from top to bottom. i.e. the task demonstration tower goes magenta, yellow, green, peach from top to bottom, therefore the solution is a single row of magenta, yellow, green and then peach.",-3.0,Literal
Order8.json,1,"Imagine flipping the shape to the left & selecting 1 of each colour out of the different shades. KEEP THE COLOURS IN THE SAME ORDER. Apply this to the grid & ensure these coloured cells fill the entire grid, (the grid will need to be made smaller)",1.0,Correct - Intended
Order8.json,2,The colors from top to bottom should be represented in the final answer which will be of a single line of squares from left to right. If five colored shapes then final answer is five squares. Color of top shape should be color of first square which is also the leftmost square in the line of final answer. Color of bottom shape should be color of last square in the line of squares. no black squares in final answer.,1.0,Correct - Intended
Order8.json,2,,-1.0,Nonresponsive
Order8.json,2,"resize the grid to 1 x 4. 
the old grid should have a vertical line of shapes. 
list the colors of each shape from top to bottom
fill in your 1 x 4 grid from left to right using the same order of colors as the top to bottom of the old grid. ",1.0,Correct - Intended
Order8.json,2,create a 4 wide x 1 high grid and then make the colours of the blocks match those of the input using top to bottom and left to right,1.0,Correct - Intended
Order8.json,2,use every color once but in horizontal manner,-2.0,Unclear
Order8.json,2,"Resize the grid to be 1 square high, and as many squares wide as there are different colours used in the input. Then make each grid space in the new grid the colours in descending height order from the input",1.0,Correct - Intended
Order8.json,2,"You should see four continuous objects of different colours in the input grid. You should resize the grid to be one block tall and four blocks wide. You should then colour the four squares of your output grid from the input grid - the first square (from left to right) should be the top colour, the second square should be the second-highest colour, the third square should be the third-highest colour, and the fourth square should be the bottom colour.",1.0,Correct - Intended
Order8.json,3,Make the grid only 1 size in height and then as wide as you have blocks. After that starting from the top put 1 of each color from left to right. Colors can only repeat if they've had a different color between them.,1.0,Correct - Intended
Order8.json,3,"make a grid that is 1 tall. Make the width equal to the number of color changes in the original pattern, excluding black. color the squares in the new grid with one square for each color in order of the vertical color changes of the original shape",1.0,Correct - Intended
Order8.json,3,Take one grid of each color in line and place them vertically and resize to that shape,-2.0,Unclear
Order8.json,3,"You will see a vertical shape consisting of a number of colours.
The solution is to represent the colours horizontally in a grid 1 block high.
For example, you could have a vertical shape of 4 pink blocks 4 yellow blocks 4 green block and 4 red blocks. Pink being the top and red being the bottom.
For this solution we are ignoring the shape or how many blocks there are and focusing on the colours. 
In this example you should create a grid that is 1 block high and 4 blocks wide, consisting of 1 pink 1 yellow 1 green and 1 red going from left to right.",1.0,Correct - Intended
Order8.json,3,"You will have a vertical shape made of different coloured areas. For this solution only the order of the colours is important, not the size or shape of the areas.
For the solution you will represent each coloured area using one block. Your solution should be in a grid 1 block high.
So if you had a shape that consisted of the colours pink, yellow, green and red in descending order. Your solution should be a 1x4 grid of 1 pink block, 1 yellow block, 1 green block and 1 red block going from left to right.",1.0,Correct - Intended
Order8.json,3,"There will be a vertical stack of shaded cells on your input. This could either be 1 cell wide or it could be more, but the vertical shape will be made up of different colours. Equally the tower could be 1 cell tall for each colour, or more, but this does not make a difference. The solution will be to make a 1 cell tall shape, and then as many cells wide as there are different 'sections' to your tower. Note, if one colour comes up twice in your tower then this counts as a separate section. In your solution you need to go from left to right, shading each cell the colour of the sections of your tower, starting from top to bottom.",1.0,Correct - Intended
Order9.json,1,"so you leave however many blocks dark that are at the top. then you take the largest number set of blocks after the top, then the second largest, then the third largest, then the smallest last, all seperated by 1 black row. so it should be however many black at the top left alone, then 5, black row, 4, black row, 2, black row, 1",1.0,Correct - Intended
Order9.json,1,"Change the grid size to the same size as the input. There will be three objects in the input. You need to arrange the shapes in order from the bottom up with black lines in between each shape. The bottom will be the shortest height object, then the next tallest object and so forth until all shapes are stacked from shortest to tallest going up. Keep all the objects shapes and colors the same.",1.0,Correct - Intended
Order9.json,1,copy the grid size. proceeding from bottom. copy the smallest shape to the original to the bottom of the new grid. skip a black line and copy the next bigger size. repeat with all shapes,1.0,Correct - Intended
Order9.json,1,Use the same size grid.  The space in between the green rows were added in numerical order.  Use the same amount of black blocks at the top.  ,-2.0,Unclear
Order9.json,1,"Take the number of grids in each of the shapes and order them from top to bottom in order of the number of grids, meaning 1 row of grids, 4, 2 and 5, will be order like 5, 4, 2, and 1. Keep the colors the same. ",-2.0,Unclear
Order9.json,1,"Use the same size grid as the original. There are four objects; all green, and varying heights. The 4x3 green object remains in the same position as in the original. The 3x3 green object is sifted up by five grid squares. The 2x3 green object is shifted down by four grid squares. The 1x3 green block is shifted down by four grid squares. Each green block in the original remains the same colour in your answer. ",-3.0,Literal
Order9.json,2,,-1.0,Nonresponsive
Order9.json,2,"Duplicate the image. Keep the top shape the same. Organize the lower shapes from largest to smallest, keeping their same color and dimensions and leaving a blank bar in between.",-3.0,Literal
Order9.json,2,"Same grid size, same shapes and colours, just copy it across.",-3.0,Literal
Order9.json,2,"Keep everything the same in terms of grid, colours, objects etc. Then re-order the blocks with the largest at the top, smallest at the bottom, making sure to keep a line of black blocks between them.",1.0,Correct - Intended
Order9.json,2,make a 18x3 grid and just copy it the exact same,-3.0,Literal
Order9.json,2,"Use the same grid size as in the input. Select copy from input. Since the pattern of the demonstration is to organize the objects from greatest to least, there is no need to change your answer. Submit.",1.0,Correct - Intended
SameDifferent1.json,1,erase(turn black) all shapes except the most common shape. leave those how they are.,1.0,Correct - Intended
SameDifferent1.json,1,"Start by copying from input. You should only leave 2 matching shapes on the grid, they can be different colours but black out any shapes that do not match this criteria.",0.0,Incorrect
SameDifferent1.json,1,"Resize your grid so it is the same as the original. Identify shapes that are the same as one another (i.e., there is 2 6x squares) and copy these over. Any shapes that are unique (i.e., don't have a twin(s)) do not replicate these.",1.0,Correct - Intended
SameDifferent1.json,1,find the shapes that have duplicates. keep those shapes in the same spots and with the same colors. clear all the other ones,1.0,Correct - Intended
SameDifferent1.json,1,keep output grid same as input. remove all squares that are part of unique shapes,1.0,Correct - Intended
SameDifferent1.json,1,"Copy input, keep the shapes that are the same, delete every other shape",1.0,Correct - Intended
SameDifferent1.json,1,"Keep the grid size the same as shown. You be shown several shapes, but you only need to copy the shapes which have been replicated more than once, regardless of the colour, as long as the shapes look the same, these one s should be copied over. The position and the colour of these shapes should not changed. ",1.0,Correct - Intended
SameDifferent1.json,1,"Using the same size grid, Copy the shapes that are the same patern and size onto the new grid keeping the positions and colours the same as original.",1.0,Correct - Intended
SameDifferent1.json,2,"Reshape the grid to the target image. Find the shapes that match in the target image and place them where they are in the new grid, removing the shapes that don't match. Keep the colors the same.",1.0,Correct - Intended
SameDifferent1.json,2,Make the grid the same size as the original grid and create the middle most shapes with the same colors as the orginals.,0.0,Incorrect
SameDifferent1.json,2,Keep the same grid size. Find the objects that have the same shape even if they have different colors. Copy only these objects not changing their position or color.,1.0,Correct - Intended
SameDifferent1.json,2,"Using the same grid size, replicate the 1st image exactly (with their same colors) and then remove every shape that there is only one of. (eg. if there are two triangles keep those regardless of color, if only one square remove that)",1.0,Correct - Intended
SameDifferent1.json,2,set grid to 8 x 8 and copy the positions and colours of the red and blue objects exactly.,-3.0,Literal
SameDifferent1.json,2,"The examples showed that the objects/ patterns of the same shape remained, irrespective of the colour. All other shapes were deleted.",1.0,Correct - Intended
SameDifferent1.json,3,Keep grid size the same. Keep all colours and shapes the same in the same place as orignal.,1.0,Correct - Intended
SameDifferent1.json,3,"Copy grid size, shapes and colours, keep the shapes that match, remove the odd ones out",1.0,Correct - Intended
SameDifferent1.json,3,"The rule is that you should remove anything that is not a regular shape and forms a group of two are more identical shapes. Copy the input grid uding the copy inout button. Then you should just press submit, as the shapes are regular and identical in shape.",1.0,Correct - Intended
SameDifferent1.json,3,"Use the copy from input button.
Identify shapes that repeat regardless of colour. All other shapes that do not repeat replace with background colour. ",1.0,Correct - Intended
SameDifferent10.json,1,"Use the same grid size as the input. There will be a double design in the input, each design separated by a grey line. If the design is the same on the right and left sides of the grey line, duplicate the input in your answer without changing it. If the design is different on one side of the grey line, duplicate only the grey line and the design on the left, leaving the area on the right side of the line black.",1.0,Correct - Intended
SameDifferent10.json,1,The solution is to replicate the input completely,0.0,Incorrect
SameDifferent10.json,1,"Copy out the grid exactly as you see it in the example, including colours and size. Your grid will be split into two halves by a coloured line through the middle. If the two halves of your grid look exactly the same, then leave your grid exactly as it is, so the it is the same as the example. If the right and left halves of your grid are different, then keep the left half the same, but set all the squares in the right half to black",1.0,Correct - Intended
SameDifferent10.json,1,"If the two patterns seen are the same, copy exactly as it is from input. If they are different, again copy the input BUT after copying make the right side completely empty (black). ",1.0,Correct - Intended
SameDifferent10.json,1,"Click copy from input, now submit. That is all you do for this demonstration.",-3.0,Literal
SameDifferent10.json,2,Copy from input. Remove any objects from right of grey line that do not match exactly what is left of grey line.,1.0,Correct - Intended
SameDifferent10.json,2,"Enlarge the canvas to match the same size. Place a grey line in the middle. If both sides are the same, recreate them. If they are different, keep the left side only and recreate exactly with the same color and spacing.",1.0,Correct - Intended
SameDifferent10.json,2,Resize the grid to be the same size. Draw the grey line in the middle. On the original look at both sides of the grey line. If the objects are identical on both sides of the grey line then duplicate the picture in you new grid. If the objects are different on both side of the grey line then copy the left side of the grey line and leave the right side of the grey line empty.,1.0,Correct - Intended
SameDifferent10.json,2,"If the shapes on either side are not identical, using black squares, remove the shape on the right using black squares ",1.0,Correct - Intended
SameDifferent10.json,2,f they don't match then get rid of the pattern on the right,1.0,Correct - Intended
SameDifferent10.json,3,Keep only the shapes that are exactly in the same place in the second picture. ,1.0,Correct - Intended
SameDifferent10.json,3,"Copy the input. If the objects in the area to the right of the gray vertical dividing bar differ from the objects to the left of that bar in any way, erase those objects by coloring those tiles in with the color black.",1.0,Correct - Intended
SameDifferent10.json,3,"There will be a gray line on the grid that will act as a divider on this. The Gray line remains as is. If on the left and right side there are exact duplicate shapes then they remain on the grid. If the shapes deviate in any form or fashion on the right side, be it shape size or color, then the objects on the right are removed.",1.0,Correct - Intended
SameDifferent10.json,3,"make a grid the same size as the original grid. draw a gray line down the center of the grid. If the original shape to the left of the gray line matches the shape to the right of the gray line, then exactly copy both sides to the new grid. If the shape on the right hand side of the gray line does not match the shape on the left, then only copy the left hand shape to the new grid and leave the side to the right of the gray line blank",1.0,Correct - Intended
SameDifferent10.json,3,Select correct number of squares. Draw five objects. Copy objects exactly.,0.0,Incorrect
SameDifferent10.json,3,Copy exactly what was shown to you. The size of the grid and the colors and placement.,-3.0,Literal
SameDifferent2.json,1,Copy only the objects that come in pairs by shape.,1.0,Correct - Intended
SameDifferent2.json,1,Eliminate the odd shape out.,-3.0,Literal
SameDifferent2.json,1,"matching shapes remain witin the grid, same size, same colour, unique shapes are removed",1.0,Correct - Intended
SameDifferent2.json,1,Copy from the demo. Remove the object on the right.,-3.0,Literal
SameDifferent2.json,1,delete the block closest to the edges of the space.,-2.0,Unclear
SameDifferent2.json,1,"Ensure the black grid is the same size as the input.  Delete one or more shapes entirely- if there are 3 shapes delete 1, if there are 6 delete 2.",-2.0,Unclear
SameDifferent2.json,2,Keep only the shapes that have multiples in the image,1.0,Correct - Intended
SameDifferent2.json,2,"Use the same grid size as in the input. There will be duplicate objects, simply remove the object(s) that do not have a duplicate or do not match.",1.0,Correct - Intended
SameDifferent2.json,2,"there has to be 2 of the same shape in the output. so if there is only 1 of a certain shape, delete it",1.0,Correct - Intended
SameDifferent2.json,2,Duplicate the shapes and grid and then remove shapes which do not have a matching pair (shape only - may be mixed colour),1.0,Correct - Intended
SameDifferent2.json,2,The grid alligned and was eliminated,-2.0,Unclear
SameDifferent2.json,2,Copy from input; Remove everything that doesn't have a duplicate of itself.,1.0,Correct - Intended
SameDifferent2.json,3,,-1.0,Nonresponsive
SameDifferent2.json,3,"You are getting rid of anything that doesn't have a matching shape. So in the end, there should be two solid squares and two large squares with tiny squares in the middle.",1.0,Correct - Intended
SameDifferent2.json,3,"Use the same grid size as the test grid. Using the same colors as the test grid, remake any objects that are the same shape as another object in the test grid. Objects that are a different shape from all other objects in the test grid should be left out.",1.0,Correct - Intended
SameDifferent2.json,3,"The grid size, colors, and locations all remain the same. Determine if any of the colored shapes are the same exact shape (color doesn't matter). Any shape that doesn't have a pair gets deleted/blacked out. ",1.0,Correct - Intended
SameDifferent2.json,3,Copy the grid exactly.  Copy only the shapes that have matching shapes.  Use the same colors. ,1.0,Correct - Intended
SameDifferent2.json,3,"Use Copy from input button 
make black any shape that does not repeat, keeping only the repeating shapes",1.0,Correct - Intended
SameDifferent3.json,1,"Remove any object that is the only color of it's kind. If there are multiple objects in the same color, draw those objects using the same color, grid size, and position.",1.0,Correct - Intended
SameDifferent3.json,1,"Use the same grid size as in the input. There will be multiple objects. Some of these objects are going to have the same color that create pairs, and some objects are not. Simply, remove the objects that do not have the same color that cannot create a pair. (Shapes do not matter)",1.0,Correct - Intended
SameDifferent3.json,1,Copy grid from input and black out any objects with a non-duplicating color.,1.0,Correct - Intended
SameDifferent3.json,1,"Use the same grid size as input. You should see multiple shapes - where there is more than one shape of the same colour, you should copy these shapes across to the grid exactly (same position, shape, orientation, size, and colour). You should ignore and NOT copy any shape where its colour does not feature in another shape.",1.0,Correct - Intended
SameDifferent3.json,1,Grid size should be the same. Keep only the two shapes which match in colour. Black out the shapes that are odd in colour.,1.0,Correct - Intended
SameDifferent3.json,1,"Look at the input grid, there will be several shapes in there, take note of the colour of each shape. The answer is the same grid size as the input but the shapes you have to draw are the ones where there is more than one shape in the same colour. Copy the shapes in size, location and colour of each shape where there is more than one of that colour.",1.0,Correct - Intended
SameDifferent3.json,2,Keep the grid size the same. Copy over objects that have a matching color with another object in the grid. Keep the positions the same as they originally are. Ignore any other objects that do not have a match. ,1.0,Correct - Intended
SameDifferent3.json,2,Use the same grid size as in the input. Copy the object from the input. Remove any objects that are not the same color as a another object.,1.0,Correct - Intended
SameDifferent3.json,2,Copy the exact grid size. Identify any shapes that share the same color and copy those over to the new grid exactly. Disregard any shapes that are only present in a color once.,1.0,Correct - Intended
SameDifferent3.json,2,Use the same grid size as in the input.  There will be two objects in the input.  Use the two objects that are the same color and do not shift them. Remove the other objects that do not have a matching color.,1.0,Correct - Intended
SameDifferent3.json,2,Recreate the picture but omit any shapes whose colour is only represented once. So recreate the picture but only recreate shapes whose colour is represented more than once.,1.0,Correct - Intended
SameDifferent3.json,2,keep output grid same as input. remove all colours that have only one instance,-2.0,Unclear
SameDifferent3.json,2,Find the color that has the most shapes then get rid of the rest of the shapes that are not that color. If there is a tie then get rid of the ones that are not tied.,1.0,Correct - Unintended
SameDifferent3.json,3,"Copy input.  Then erase any objects that only have one object of a color.  If it has two objects of the same color, keep them. ",1.0,Correct - Intended
SameDifferent3.json,3,"Eliminate all squares that don't belong to a majority group, based on the number of individual solid objects depicted.",0.0,Incorrect
SameDifferent3.json,3,"Expand the grid to match the sample.  Copy the shapes that are duplicates, match shape, color, and location.",0.0,Incorrect
SameDifferent3.json,3,Using the same size grid. Copy the Shapes that have another shape of the same color (pink and orange). Remove the other shapes (green and yellow).,1.0,Correct - Intended
SameDifferent3.json,3,Have the same grid size. Simply copy across any shape that was orange or yellow.,0.0,Incorrect
SameDifferent3.json,3,Set grid size to 12 by 12. Identify objects that share a color with another object. Move those objects into their same locations on the 12 by 12 grid. Do not transfer objects that do not share a color.,1.0,Correct - Intended
SameDifferent3.json,3,"Copy from input. Now remove the colors that don’t have a pair. So for this one, remove the yellow line and the green line. Make those cells black. Now submit.",1.0,Correct - Intended
SameDifferent3.json,3,"Click copy from input. Now remove the yellow line and green line, change those cells to black. ",-3.0,Literal
SameDifferent4.json,1,"Use the same size grid as the input. There will be many lines in the input. Identify which lines are parallel, replicate these two lines and delete the others ",1.0,Correct - Intended
SameDifferent4.json,1,Keep just the two lines that are parallel to each other. ,1.0,Correct - Intended
SameDifferent4.json,1,"There were 4 lines in each example.however in both examples, there answers turned out to be the lines that were somewhat parallel to each other.  ",1.0,Correct - Intended
SameDifferent4.json,2,good correction,-1.0,Nonresponsive
SameDifferent4.json,2,Change the grid size to the size of the task (10x10) then copy the whole task over with our making any changes to colour or the position of the shapes.,-3.0,Literal
SameDifferent4.json,2,Use the same grid size as in the input. Keep the 2 lines that are going the same way and remove the others. keep it's color the same,1.0,Correct - Intended
SameDifferent4.json,2,"The goal is to remove everything EXCEPT for a pair of parallel lines. Because the test only contains one set of parallel lines, no changes are required. Just keep the grid size at 10x10 and copy the shapes as they appear in the test",1.0,Correct - Intended
SameDifferent4.json,2,Set grid to 10 by 10. Transfer objects over to new grid. Use the same color.,-3.0,Literal
SameDifferent4.json,2,Do not change anything,-3.0,Literal
SameDifferent4.json,3,Find the 2 objects that have the same shape. Remove the other objects from the grid.,0.0,Incorrect
SameDifferent4.json,3,Resize grid to 10x10. The test image should contain a single set of parallel lines. Identify them and recreate them in the target grid. Do not make any changes or add any other shapes.,1.0,Correct - Intended
SameDifferent4.json,3,Use the same grid size as in the input. Select copy from input. Select the objects between the left and the right object and make them black squares to remove them.,0.0,Incorrect
SameDifferent4.json,3,"just guessed, no explanation really.",-1.0,Nonresponsive
SameDifferent4.json,3,"Recreate the canvas. You will see multiple shapes on the canvas. See which direction MOST of the shapes go (horizontal, vertical, diagonal). Whichever of those 3 has the most pick the shapes that go in that direction and remake them exactly. The rest go black.",1.0,Correct - Intended
SameDifferent5.json,1,"Resize your grid to exactly one cell, fill the cell with color of the center of provided shapes whichever has more, example, you got 2 orange inners and 1 blue, then fill your target with Orange",1.0,Correct - Intended
SameDifferent5.json,1,Resize the grid to 1 by 1. Look at the color of the center part of all the objects in the original grid. Now color our 1 by 1 grid to the color that the majority of those centers are.,1.0,Correct - Intended
SameDifferent5.json,1,Determine which color fill is most used in the picture and make a 1x1 grid of that color,1.0,Correct - Intended
SameDifferent5.json,1,See which colour is represented in the middle of more than one shape. Whatever colour this is make a grid of one by one square in this colour.,1.0,Correct - Intended
SameDifferent5.json,1,Check the input grid and the shapes that there are. Take note of the colours that appear in the centre of the shapes. The colour that appears the most frequently in the centre is the colour you will need for your answer. Create a 1 by 1 grid and colour it to match the colour that appears the most frequently in the middle of the shapes in the input.,1.0,Correct - Intended
SameDifferent5.json,2,"resize the grid to one square,color the square to match the color in the middle of the square on the upper left hand size",1.0,Correct - Unintended
SameDifferent5.json,2,Look at the center color of your objects.  Whatever color appears most often that is the color of your new one by one grid.,1.0,Correct - Intended
SameDifferent5.json,2,There is 4 boxes all with a different colored square in the middle from the perimeter. In 2/4 of these boxes the middle square is the same color whereas the other 2 are different colors from each other. The grid simply becomes a single block of that middle color with 2/4 in them.,1.0,Correct - Intended
SameDifferent5.json,2,The grid is 1x1 and the color will be whatever color that is seen most inside the square of the original image.,1.0,Correct - Intended
SameDifferent5.json,2,Make a 1 block grid the color of the interior block of upper left side design,1.0,Correct - Unintended
SameDifferent5.json,2,change th grid to a singe 1x1 square. fill that square with the central colour of the the coloured object in the top leftmost position,1.0,Correct - Unintended
SameDifferent5.json,2,"check the center color of each shape, choose the one which appears most. select same height and width as demonstration and fill in the colour",1.0,Correct - Intended
SameDifferent5.json,3,which suqare high ,-2.0,Unclear
SameDifferent5.json,3,NICE,-1.0,Nonresponsive
SameDifferent5.json,3,Make the grid one row by one column and fill it with the color of the block in the middle of the left top object.,1.0,Correct - Unintended
SameDifferent5.json,3,"In the input, there will be multiple colored outlines.  In the middle of those outlines there could be either a single block or a small shape with multiple blocks.  The middle shapes will have multiple colors.  Identify the majority color of the middle shapes.  Make a single block of that majority color as the output.",1.0,Correct - Intended
SameDifferent5.json,3,Change the size of the grid to 1 x 1. you only want one square to be visible on the grid. Each shape on the example has an inner colour. choose which colour appears most times in the shape. make the one square on the grid this colour. submit. ,1.0,Correct - Intended
SameDifferent5.json,3,Resize the grid to 1x1. Look at the original grid and determine which colour appears the most inside the original shapes. Change the 1x1 grid to that colour.,1.0,Correct - Intended
SameDifferent5.json,3,Look at the internal colours of the shapes. Two shapes have the same colour inside. Make a 1x1 grid in that colour,1.0,Correct - Intended
SameDifferent6.json,1,,-1.0,Nonresponsive
SameDifferent6.json,1,"Keep the same grid size and keep the shapes in the same location with the same colors, but eliminate all shapes that have an identical counterpart. Consider colors inside another color as one shape.",0.0,Incorrect
SameDifferent6.json,1,Use the same grid size as the input. Copy the objects but remove the pair that has the same colors.,1.0,Correct - Intended
SameDifferent6.json,1,"Make the grid size the same as the input. Copy the two shapes across that are not the same colour exactly as on the input grid. The two shapes that are the same colour should not be copied, the space should now be black. ",1.0,Correct - Intended
SameDifferent6.json,1,"use same grid size as input, there was 4 shapes, 2 are the same colour and the other 2 are different, the final should just be the 2 shapes that are different colours on the same size grid and location ",1.0,Correct - Intended
SameDifferent6.json,1,Copy grid and remove the two patterns which are the same as each other,-2.0,Unclear
